sentence	is_counterfactual
I'll keep it around just in case, but it won't be in my daily use.	0
It comes with a border so that the actual edges of decal is not damaged during shipping.	0
I now must read book about the Australian chapter of their lives.	0
The GOOD thing is that even a drop off a high wall won't damage the Leaf.	0
I don't think it would be worth it at $49 but is at $29.	0
One other really bad thing is it doesn't have auto shut off.	0
It is hard to get into grooves, so you may wish to apply it with a very soft toothbrush if that is the case.	0
I wish the fur was a little less straggly looking but I feel that the costume is a great value overall.	0
The first week or so I was really unhappy I couldn't keep them on my head for more then 30 minutes, BUT then I started to fine tune the length adjustment and that made the world of difference.	0
All she knows is that she can trust no one and that she must find her brother if he is still alive.	1
Weeks later and they haven't even started to wilt.	0
I gave it 4 stars because I haven't worn it yet so I don't know if it's see-through but it is a little thin and perhaps a bit static clingy.	0
The clock is fine, but a bit smaller than I wanted, from the picture it looked a bit larger, not good for a large room, but fine for small to medium size rooms	0
It won't stay on for more than 30-45 SECONDS AT A TIME!!!!!	0
I really couldn’t get past his poor treatment of Lizzy to wish these two a future together.	0
It feels wonderful, but I got my size XXL which I thought would be a good fit, and it was but it didn't tighten my body as I was wanting it to, so I got a XL and I am waiting on that.	0
Just wish she was able to have one book right after the other.	1
Since I have to use my laptop for work, I was very scared as to how I would be able to find the same adapter for my laptop since laptops are out of date a year later.	0
It wouldn't even load correctly in my DVD player.... therefore I couldn't press play... it just kept spinning in the loading mechanism and is HORRIBLE.	0
This book popped up on my radar a short time ago and I couldn't get it out of my head.	0
They couldn't return a single email or phone call?	0
All said, it was a most enjoyable read that made me wish the story was longer; and it makes me wish to read more by Elizabeth Gaskell.	0
Bad choice for underwear; doesn't breathe at all.	0
i loved this fourth in miss days series pack wars and look forward to any future books from her.	0
It won't last long, and it attracts anything to it like crazy.	0
Doesn't wrap around the front at all either, like the other reviews mentioned, but I really like it!	0
just turned out to be a very, very light green instead of a darker forest.	0
Long enough and form fitting enough to wear for everyday, work casual settings without swallowing me or having a stupid print on the front.	0
I thought there could be more elements to the story and it was fairly predictable.	0
An aspect that could have contributed greatly to my overall fitness – and that aspect is alkaline water.	1
Wish there was a sequel,but it left me with happy thoughts.	0
Couldn't keep from reading read in 1 day I loved the Racing Series .	0
He asked a fellow Dom friend of his to take over the contract he had with Jillian when he felt he couldn't care for her anymore.	0
Get a pair... you won't be disappointed.	0
The extension could be done anytime up to the end of the 3 years.	1
For FM listening without the headset connected, an antenna is provided.	0
Works great and I really like the drip catch base that it comes with!	0
"""I don't know why the pen keeps \clogging\"""" so it won't work unless I go to this effort, but since it still works, I'm rating it 5 stars."""""""	0
I wish we were able to use the speakers without the amp but that's not the case.	1
Haven't spilled anything on it so not sure about the waterproofing but the quality seems great.	0
I would have preffered the shirt to be a little longer.	1
I must say that when it did work..... it sounded great	0
Item doesn't maintain picture from source and continuously pops off and on from the input to the output.	0
This wand erases tea stains from my porcelain tea cups without chemicals.	0
It was really hard to like Harrison, although I wanted to!	0
My husband doesn't even bother to use it because he considers that to be too much of a pain.	0
I needed a tall and it is long enough that when I'm in my wheelchair it doesn't hike up leaving my lower back hang out.	0
"""Khaled Hosseini's \\\\\And the Mountains Echoed:\\\\\"""" it became apparent that the editors wanted to take another route."""""""	0
i just wish they would go down in price to perhaps 6 or $7.95 then i would buy 20 pairs and never take them off, even when i lounge about in my jammies and slippers	1
Not bad, but not worth it...  My husband was a clown for Halloween and really wanted this sort of thing.	0
Read all her antics as she tries various ways to find love and doesn't realize its right under her nose.	0
So that means changing the bag doesn't get dirt everywhere on the floor.	0
The dress is attractive on, but it highlights my stomach and waist areas which are currently not as flat as they could be.	0
Beautiful, lightweight and doesn't loose color when washed.Beautiful	0
It is a must have for anyone who likes The Hunger Games and food.	0
Even though this is an oversized piece, it won't fit nicely if you're hoping it will be kind of a plus-size garment - it really isn't.	0
This particular curtain has a classic pattern that is subtle without being bland.	0
This polymer clay press isn't as good as the last one I had (which was sturdier and had a wooden handle instead of cheap plastic).	0
Anyway, I read it to the end, but mostly because I just wanted to get it over with.	0
That being said, I feel this item would have been better priced at $18-$22 instead of $29.	1
Everyone who even thinks they might have to give a wedding toast or speech should read this book.	0
It would be nice if the clips would work on the top or sides for tight spaces.	1
Be in shape or pay the price Cuz this doesn't forgive the love handles people ;).	0
read some reviews about issues getting the dial in and out...but that must have been corrected (as others have also stated).	0
They have enough of a plot to keep your attention without being to heavy	0
This is the story of Thea who moved to Chicago from New York after her boyfriend dumped her and she couldn't find a job in New York.	0
This book I found very helpful because I wanted a bigger booty but I didn't know how to go about it.	0
Price was a factor in my picking out this amp.Shopped several electronic shops and they wanted a big price with no great sound's.	0
It occurs to me that the book could have been split into three different books and still have the same impact.	1
I tried to red some and couldn't get into the stories.	0
I would have loved to have given this product 5 stars.	1
Couldn't get very far for what I can only describe as poor writing skills.	0
This is a great cable, only if you use an iPod or iPhone without a case.	0
Would have been better if she had been less vulnerable	1
i wish the storage compartment was a little bigger and opened up instead of slidding on and off.	1
wish the lining was cotton.getting a lot of poly balls	0
I wanted a Tee that would match my nephews pretty green eyes.	0
would of been a lot happier if it had had this, these are pretty loose on my son, hope a belt will hold them up	1
"""The story made me think if I could have a \do over\"""" in my life, would I take the opportunity, knowing the possible ripple effects?"""""""	1
I wish there was a way to section the magazines.	1
That is similar to the issues with the female lead character who is perfect except for a few months when she fails to understand what is happening.	0
After all those years of science lablike experimentation on my own body, finally someone has put into words what my body is trying to tell me, and what to do when it doesn't seem to be absorbing (going right through me).	0
It was real life and I couldn't help but to keep following it.	0
Quality of image is good, cloth is thin but as long as it isn't being moved much that doesn't matter...	0
just wish it was a bit bigger for my charging cord, but overall, I like it.	1
(Don't get me wrong, it's great that she doesn't cry but it makes it hard for the rest of us to sleep when she's belting out twinkle twinkle little star at 5:30 am :).	0
Sound limiting feature is a must and this one has it.	0
I only wish I had thought about buying one that includes readings for indoor/outdoor relative humidity and maybe even barometric pressure.	1
I wish it were a closer pix , but I love it the same.	1
I really tried everything I could to make this work without it putting me in such awkward positions, but alas, nothing ended up happening.	0
The pattern is pretty, but not practical in what I wanted to use it for.	0
These drives usually comes with a single ended USB cable but on some computers/laptops a single USB outlet can not provide enough current for the drive.	0
I just wanted my stomach to look smoother and not have my thighs rub together so wearing a maxi dress all day would be more comfortable.	0
I'm on a budget, and I wanted more bang for my buck, so to speak.	0
While I should have ordered more (and do not subtract from the rating for this, as it is my fault), it did not seem to give a sufficiently thick finish to last, especially with cleanup.	1
Her portrayal of Iceland's early life is brilliant, the story is riveting, and (even though you know the ending going in), you won't be able to put it down!	0
It doesn't really provide a whole lot of warmth (it's a light fabric), but looks great and fits her well!	0
Would have been nice if it fit because it has shape to it unlike a lot that are straight and give you no shape.	1
Or I should be honest and say I have a very nice mother who can fix that.	0
The book could have ended on the last chapter before the epilogue	1
I think this product is good and came with 2 dividers.	0
I would have it there was a choice of larger in what I wanted, but I made a leap of faith and found it snug in the aforementioned areas.	0
I wanted a casual summer hat and this fits the bill perfectly.	0
Doesn't tangle too bad,all though I've had a set that didn't tangle hardly at all.	0
These are sturdy enough to link together without fear of them breaking and even survived a crash off the table with no ill effects, though of course they are glass so should be handled delicately.I have five of them linked and plan on supporting them from fishing wire in front of my kitchen window.	0
It is easily picked up if you make an error counting and you only have a few stitches to redo instead of an entire row back to where you made the misque.	0
In addition, it comes packaged pretty wrinkly...and I couldn't get it out.	0
A similar plug would have cost almost $5.00 elsewhere.	0
Fast-paced plot where it should be, characterization that is real and honest, insightful and witty and profound.	0
This is a must read book for this generation.	0
Turning on the air condition (especially when it comes to wall units as opposed to central air - comes with the territory of living in NYC right?)	0
I must be pretty old fashioned and straight-laced in this area.	0
We haven't hit the dog days of summer yet, but it's been warm enough to use this 14,000 BTU air conditioner.	0
OEM headphones are pretty good with the exception of the straight plug, a 90 degree plug would be better.	0
"""You can't read \\\\\The Last Time\\\\\"""" without believing a sensitive soul wrote those words."""""""	0
Otherwise, this would have been 5 stars from me.	1
Wish it had expandable memory .... its only con I would say	1
There are foot prints on the package and handled poorly in shipment, but if it was in a better package it would have helped.	1
Quite nice if one wanted to give it as a gift.	0
I wouldn't put this on par with a tie that costs several hundred dollars, but for one in its price range it's a bargain.ad or missing instructions.	0
This sock fits well on the foot without feeling tight.	0
It's also, very light weight and it looks cool (but the speaker cone area doesn't light up -- which would have made it even cooler!)	0
I turned it off and waited until it was frigid in my office to see if it had just reached its maximum heat temperature and still nothing.	0
The fabric probably won't withstand very many washings, but then it's not very expensive.	0
The first one came in a box so heavily damaged by UPS I returned it without opening it.	0
"""Leila was 13 when she pulled the \spoiled tantrum\"""" card on her parents, causing her career military father to go to Germany without Leila, her sister Gretchen and her mother."""""""	0
It used to be that every morning I would have to re-make my bed because the bottom sheet would rise up and become loose.	0
I was worried the handle would be really short, but its about the same as any other mop or broom.	0
They are all along what would be the trunk.	0
I put in practice the tenets put forth on this book and I must say that there was an immediate difference in my finances in two months.	0
Made a mistake and could remove and place without needing a new one.	0
The quality of the sound is very good, and it doesn't hurt my ear.	0
Only plays within a particula folder, so, I would have to spend a LOT of time re-arranging files to play through, continuous, like I want.. while I'm riding a motorcycle.. which wouldn't be worth the trouble, since it won't play loud enough just being in a quiet living room!	0
I bought a medium (which at 5'6 and 143 pounds I would have thought it would fit) I haven't been able to wear it since, I can't even get it on.	0
They are soft and the waistband is comfortable (doesn't create a muffin top!)	0
I replaced the batteries and it still doesn't work.	0
I would have been able to install is faster, except I had to deal with the centering issue (2x4's) with the niche.	1
My review would be more positive if I would have been able to see a front view of the hat.	1
I think if the author takes a lot of time and work and edits the crap out of this thing it could be a fun book.	1
This book can stand on it's own and if you never read any further you would have all the information you need to appreciate the story.	0
After you read this, you should be fired up and ready to face life's challenges head-on.	0
I am now getting most of the channels that I wanted, So this may not be the most perfect antenna for everybody, but it did the job for me	0
Nothing special, just a bit better than the ones that came with the iPod.	0
I only wish I had bought the extender and belly band sooner so I didn't waste my money on the maternity pants.	1
nice removable cover came with it - it's great	0
I wanted something I can take everywhere with me in a jacket pocket or to put on the dashboard of a car.	0
It would have been easier if the direction of the sliding is opposite from the direction of the button push.	1
I looked around and saw receivers  but a tuner is all I wanted.	0
I must be incredibly lucky, because I haven’t had an issue with this machine either.	0
I got a defective product and was told to not waste my time trying to get an exchange through them and go to the Apple Store which is what I should have done in the first place and not given them my money.	1
And I'll bet the bread would have gotten better reception.	1
My kids don't miss a thing....ever!	0
It also doesn't fit where I had thought it would--behind the driver's seat of my Civic.	0
It has a good sound quality without using an external blue tooth speaker.	0
They just work, for the right price, and couldn't be happier since I own 6 pairs of these.	0
I don't know what caused it to freeze up in the first place, and I certainly don't understand why the solution couldn't be correct in the instructions that came with it.	0
It comes with a car charger which also came in handy.	0
It was returned without any fuss from vendor and was listed as free return which was a big reason we purchased in case there were any issues.	0
As time passes, suits need replacing, so instead of buying another on ebay with the hopes it wouldn't be utter crap (I was lucky with my first one) I decided to check here.	0
It comes with a usb charger that is very convenient.	0
I haven't paired these headphones to my phone to see how they work during a phone call but that's not what I bought them for so that quality is of no concern to me.	0
They are a name brand and quality should be expected.	0
I Thought it would be a heavy, sturdy figurine and instead it just felt cheap.	0
In order to succeed online, you must dedicate resources to conversion optimization.	0
"""He should be called \The Golf  Magician\"""", rather than \""""The Golf Mystic \""""."""""""	0
I couldn't wait to get to the end to see where it was going.	0
A while back, I moved and in the process of the move, I lost the original RCA Male to F-type Female Adapter which came with the tuner card.	0
I just plugged the thing in, and stuck it behind the TV (out of sight, where I wanted the last antenna in the first place) as a trial run, and wham!	0
The author does a good job documenting what these mnemonics mean, but put the documentation at the end of the chapter instead of placing them as footnotes at the bottom of the page.	0
Works well on Walmart photos and dries fast without smearing.	0
They could have put a sizing chart in the listing and that would have helped considerably.	1
Little did I know I would be totally blown away by Ms. Belcamino's second book, Blessed Are The Meek.	0
It doesn't take anytime to peel a orange & these peelers make it so easy.	0
Couldn't be happy, also considering that the price is four times lower that similar plants sold at my local  nursery.	0
If the large I purchased shrinks, I won't be able to wear it as it is tight before washing.	0
I would order more except I found an exceptional deal on similar Eddie Bauer t's at Sam's	0
The clasp to hold the bag closed has gotten stuck and now it won't close properly.	0
If it had a little more padding in the cup area I would give it 5 stars.	1
It doesn't have weights or magnets in the bottom, and it doesn't need them.	0
I haven't yet, but will likely read this one again; it's hard to catch all of Rowling's genius in the first read.	0
That makes it Generation 3 Eneloop batteries, their model number should be HR-3UTGB.	0
Cause item fell out of the box and a good thing I cause the bottom or I would have a broken product.	1
Didn't have time to exchange it, and tried to stretch it myself, and in the process I removed the wire that goes around the inside (Hat is still usable without it.)	0
The other is I think there's a little too much bass but maybe I just couldn't hear it before because I was using apple ear buds.	0
For the size and price I thought it would be solid but it is hollow and has a tinny feel to it.	0
I sure wish it was a bit longer in that area.	1
The book talks about and demonstrates the use of critical thinking and logic, which is would be beneficial for many readers, especially younger ones.	0
"""My sister cut a \\\\\v\\\\\"""" shape to help and it looks fine it would have just been a whole lot better if the hole was big enough to start with."""""""	1
This medium sized black open cardigan is a better quality than I expected it to be and I wish I had not waited a month to decide on purchasing it.	1
I use it to counterbalance the Yamaha center speaker that came with the NS-SP1500 system - I'm using both as rear surround speakers.	0
"""I am petite (5'2\\\\\) and would probably prefer to have gotten the XS, but the size up still looks great and would be great for layering."""""""	0
This product came with a very odd smell and had what looked to be lead in it for added weight in the resin.	0
The zipper part should be longer to fit wider mattresses.	1
Wacoal kept suggesting different sizes and none of them worked.	0
Wish they would have made it stronger, that said it still is a very useful item and it looks very nice.	1
I couldn't put it down.....well written and great story!	0
It's been a while since I've read a Lauren Blakely book, and balls was I missing out.	0
Also, I'm guessing because it won't turn off, you can't adjust how long the back light stays on.	0
Even the smallest transformer boxes won't squeeze in there.	0
Funny, witty, charming,  an unusual story line and some possibly won't care for it  due to their religious views., but I found it very entertaining and enjoyable.	0
It fits very well and doesn't create the shelf look that so many other bras do, and, thankfully, doesn't create the alternative bullet look, either.	0
I am 165 so I bought an x-large because I wanted to fit sweaters underneath it.	0
He doesn't spend a lot of tedious repetitive time explaining what happened in the first book, but does refer to it often and it keeps the books flowing right along without the jagged breaks that some authors seem to find necessary.	0
I HAVEN'T WASHED IT YET SO I DONT KNOW IF IT SHRINKS..	0
Looser knit than I realized it would be, but not pilling or falling apart.	0
I really wanted to love this and learn lots from it, but it didn't touch me.	0
Too bad I didn't notice that they could be used underwater.	0
If it was stronger at pulling me in I would not be comfortable so would not wear it	0
Great service, but since it's a present I won't know how well my wife will like it.	0
I made mistake and ordered wrong size coat, so can not judge how it would have fit  But all in all this is a very beautiful suit	0
The treble is great and not tinny, the base is just OK, so I hooked up the subwoofer and gave it just enough base to produce a rich sound, without a lot of boom......'cause my wife hates that.	0
did not understand the 4xl I wanted was not the 4xbig they sent but it motivated him back to the health plan he was on.	0
I wanted to see where David and Jill's relationship went and what new adventures they may find themselves in.	0
If you are even remotely interested in these types of books, you are definitely going to want to pick up with one.You won't regret it!	0
It was a perfect fit for me, reaching just at the thighs which is the exact size I wanted it to be.	0
That is what headphones are for.I suppose many people do so but...Earbuds in my humble opinion are for active, athletic people and should be resistant to harsh environments.	0
I like the voice command features, EXCEPT for turning off the alarm.	0
I had the feeling that while I was reading this book I was really reading a comic book without the illustrations.	0
I love The Notebook, so when I saw this quote I knew exactly where I wanted it to be in my home!	0
I think there might be a total of ten recipes, none of them particularly inventive or creative.	0
Very poorly made when I take them off my bed I will throw them away they won't make it through the washer	0
I couldn't help but draw comparisons to the immigrants here in Silicon Valley who have given up their country, their families, their homes, their culture, food and language, in seeking an asylum from tyranny or simply a profoundly better economic opportunity.	0
I've been using this for a little over two years without a single issue - I haven't even had to replace the battery yet.	0
These shell shower curtain hooks look like real shells (except for the starfish which still looks good).	0
Also, from other reviews I gather that the solar panel doesn't charge the unit quickly and so seems a bit gimmicky.	0
With both of them being doctors, you'd think they would have taken more precautions.	1
All are glass rhinestones, except the small, which are acrylic rhinestones, however they still have a lot of sparkle!	0
It would be better to spend more money for a product that is built of better materials.	0
The first wear, I couldn't get it even on one hook from the last row of hooks, haha(wanted to cry) I gave up.	0
It doesn't hang right, I have to put myself in an uncomfortable position to get the light to shine in the right spot.	0
I thought this item would be awesome to hang as shown in the pictures, but it doesn't work.	0
This pillow doesn't seem so special when you first open the packaging but once I slept on it there was a big improvement over my past several pillows.	0
Not what I pictured at all.. and my luck it came with no information for returns or anything for that matter.	0
I liked that they came with the oxygen absorbers.	0
Chris Johns is a hit and miss with me.	0
Lastly, Costco doesn't carry Cal Flame anymore, they have another brand now called Urban Island, which I believe to be made by Bull BBQ in Ontario,CA.	0
It's stiff and sort of collapses (which would be a problem if I couldn't fill the cup completely.	1
I also like the material because it doesn't attract dog hair, which is important for me as we have 2 goldens.	0
Thought it would be a treat to see if the author might mention various locations and businesses that actually do exist here on the island.	0
While the book is part of the series, it’s complete enough to read on its own without losing much of anything.	0
It is a little bulky but that must be for the purpose of keeping  things from  bouncing.	0
Overall it looks good but could be made with better quality materials and needs to be a lot bigger to be used for its intended purpose.	0
To me they are the perfect thickness to wear in loafer type shoes without being too bulky.	0
"""Male vocals could be a tad more convincing, but are still in the very acceptable audio range characteristic for said type of vocals(male vocals are not recessed, yet, could use just a smidge more \\\\\oomph\\\\\"""").Very noticeable,precise,cleanarticulation of lyrics and enunciation of words have also amazed me like never before.Now,I have read a couple of other Amazon reviews where the bass was described as unimpressive."""""""	0
I wish I was saying my child loves this but my husband wanted this for himself at his firehouse.	1
There is a Singer version of this machine it's called the Pixie and it looks exactly like this one except it's got other colors on it.	0
"""It includes a poorly written \\\\\instruction\\\\\"""" sheet which would be best described as a blow-up diagram."""""""	0
Just like she displayed no desire to connect to others except to manipulate them to her benefit.	0
I could have probably ordered the extra small but I am happy with the small, just a little wiggle room.	1
To get the drumhead-like tension I wanted took about seven coats, so if you want your canvas really tight allow time for several coats with drying time in between each.	0
That could be a good thing for some that wants a lightweight key clip.	0
But the cool thing is, it doesn't need to be round, you can arrange the cut-outs into any shape you want and still have an unusual and personalized clock that keeps time nicely.	0
if it had bad quality but good service that could have bumped the rating up a notch, but even the service is disappointing!	1
Also, the old Kenmore could be a bear to haul around, whereas the Shark is lightweight and seems to propel itself a bit.	0
Although I haven't worn this yet and probably won't for a while, I do love it.	0
This is a must have item, it fits me perfect.	0
These are really a must for every room in the house.	0
This has been working so far but it doesn't stop him from snoozing/turning it off and going back to sleep.	0
The scenarios presented in the story are real situations that all salespeople encounter and the book reminds you that the best way to deal with these challenges is proactively instead of reactively.	0
Very nice shirt, but it's dark grey and not the light grey I wanted.	0
I use an old Sony boombox as the speakers via the microphone input and it is plenty loud without being too loud.	0
Wish I would have ordered the next size at the sale price!	1
I measure at a 32, but I think I would be more comfortable in a 34.	1
I would recommend this book to any reader, it doesn't got To steely, and the end is definitely a surprise.	0
Comes with more hardware than you have to have to hang your tv mine has even held up through a move and that is amazing	0
I might have gotten the Freya Rosie in both colors if I had more money to spend or if I end up needing a third nursing bra.	1
Overall I would recommend and buy this product over and over, except get a longer usb.	0
“I couldn’t put this book down,” would be the stupidest understatement.	0
We Americans learn to laud the rightfully famous phrase, 'We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights' from the Declaration of Independence, and we somehow imagine and rationalize that our revered patriot forefathers would have done away with slavery if only the conventions of the time weren't so embedded and inflexible.	1
I couldn't get over not having them and I didn't wanted to try something else, so I bought the same ones again.	0
Wish the inserts were flesh tone so they weren't so obvious but otherwise great.	0
Would be a cute sock for someone with smaller feet than mine.	1
It would have been helpful to have the number of rings per bag in the description--I had to go to customer reviews for this information.	1
It doesn't perform as well on bare floors but the hose attachment takes up the slack.	0
I just wish it had been clearer that only half of the outlets remained powered during an outage.	1
I should have ordered a small though, but fits ok for now	1
I love it and quite frankly cant live without it!	0
my brother lo ed these...the width kept them from rolling in.....he doesn't go without wearing them....hard to find at local stores.	0
Bank and Gaza city of thompson falls in love with your kindle fire and rescue plan for the most important thing is the kindle fire department for sure to check it out for sure to use none of them	0
So that book got me hooked and I wanted to start from the beginning.	0
I think anyone over maybe a size 10 or 12 would be uncomfortable in the elastic waistband.	0
I have a couple of sweaters and long-sleeved shirts which I can were these under without them showing.	0
Bought these to replace the ones that came with my 2011 Tahoe LTZ.	0
I got this so I could be Burt the chimney sweep from Mary Poppins for Halloween and it was perfect for that.	0
Thomas gives great advice without being too preachy as well.	0
I just wish it was available in a larger size!!	1
The flag looks as if it was passed down many generations.	1
Way better than the original Apple earphones that came with my ipod.	0
I would prefer if it had narrower straps that don't look quite so industrial strength.	1
I won't leave the US without it again.	0
I should have bought the charger by itself rather than taking EBL's awful batteries.	1
If you're not wanting to change your diet drastically, I think this would be a good book for you.	0
"""Aside from the light material, the hat looks to be well made, just a little heavier material would have given this hat a higher rating than its three star \it's okay\"""" rating."""""""	1
Wish they would make in a straight leg style.	0
Otherwise they're fine, although I think for the imperfections they could have been discounted more.	1
This was a gift for my daughter, but when it arrived I was embarrassed to give it to her even though she's 2 and doesn't care.	0
Unfortunately, that doesn't help much now and I wound up buying a pair that fits for now.	0
If there is a way to do this, I haven't figured it out yet.	0
Just like athletes who train physically to enhance their strength, we must also exercise our minds for Mental fitness and toughness and the Ultimate Guide for Mental Toughness provides the tools you need to succeed.	0
I wish I could have used this head set but the day I received it it wouldn't even turn on and I really wanted this product to work I'm very disappointed.	1
I couldn't get a good seal with ANY of the 4 sizes provided.	0
"""I'm 5'9\, athletic build, the length is PERFECT, the dress goes to the floor without pooling too much."""""""	0
We couldn't find a wallet with coin purse for my picky boyfriend - this was inexpensive but looks like a million!	0
When I reordered I simply went to my computer and searched for my last purchase and placed my 1-click order - without looking at the price.	0
It has the same great comfortable & flattering features plus the great denim texture that Lee has perfected- smoothing and stretchy without the excessive cling- but I think it must have been designed for people who have a greater surplus of belly fat than I.	1
It only comes with one cloth each for mopping and sweeping.	0
I think her choice was more emotional to not but I would have returned for something else as I was not satisfied with quality to be added to the bracelet.	1
"""I wanted a \nice\"""" jacket to wear for work, over a business pant suit."""""""	0
I wish I had read the reviews before I bought it.	1
Zero lag this is a must own for anyone still playing their older consoles.	0
Loved the dog on the a shirt but this fat girl couldn't wear it and be respectable in public.	0
Lets face it, a mount is a mount, I've owned plenty and they're all the same so there is never a need to waste your money paying outrageous prices at BestBuy, Target, etc...  and the fact that this unit comes with an ultra durable long HDMI cable for free is awesome.	0
It just doesn't cut it at this time.	0
Although the sunglasses were at an affordable price point, the quality of the materials and the extras included would suggest that these glasses would be much more expensive.	0
No, it doesn't tilt or rotate like my other ones do, but when was the last time I rotated any of them... oh yeah, that's right, I NEVER move/tilt any of them.	0
It wasn't as large as I thought it would be.	0
I do wish that she had explained more about the antisocial behaviors she demonstrated and the consequences of her actions.	1
The cushion is comfortable without being overstuffed and imposing on the love seat.	0
the clear plastic that comes with it is really low quality; it came scratched on all four of the ones I got and one was broken.	0
I haven't had any issues with mold forming and it's held up well.	0
Haven't actually ran the battery all the way down yet but I've had it on for about 6 hours a couple times with no problem.	0
I couldn't ask for an easier purchase or a better set of pillow cases.	0
Ordered the largest size and it still wasn't loose like i wanted it.	0
But one I bought for the bedroom came with some special bolts that worked with the keyhole style mounts on my soundbar.	0
I wanted to know what was going on in Oakley's head, not Cole's - Cole's reaction was predictable and boring to read, and there was never any insight to Oakley's thoughts.	0
It's my fault, I should have read the reviews and the description more carefully.	1
I couldn't ask for a better book to not only take me step by step with beginner lessons, but stick with me into advance lessons!	0
Overall the sizing is just weird, and it doesn't fit quite right.	0
I haven't washed the sheets yet and am really hoping they hold up well with regular washing.	0
Well made but I haven't washed it yet.	0
This is not what I thought it would be about when I searched for erotica stories.	1
We wanted brightly colored socks to motivate us to exercise!	0
I have some silk leggings which would be okay except the waist is super-tight and very uncomfortable.	0
Without enough time to return them or shop for anything else we had to just make it work.	0
It started slow, but once it got me, I was hooked and couldn't put it down.	0
Thick, they fit size 14 wide, soft, and haven't yet worn out.	0
I should have payed more attention to the dimensions I guess but it is a bit smaller than I expected.	1
A little expensive for leggings and I wish they were a bit softer for the baby but they get softer the more you wash them and I love that the color stays nice and bright.	0
Perhaps, integrating the crystal ball a little more would have been great, as well.	0
I haven't tried the foot wear since it's winter & cold in MN.	0
Instead of the picture just being a light gray print, it is printed on the inside of the shirt which is odd to me.	0
Even if you are not heavy swimmer, you can enjoy with your music without worrying that player could be damaged by water.	0
Maybe we should have sprung for the more expensive one?	1
I guess if you are always very careful putting it on and taking it off and want to hand wash it, it would last longer but I'm not into that much effort for something that should be (machine) wash and wear.	1
I've very happy with this purchase and hope it holds up durability wise, I think it came with a warranty too.	0
I will surely miss Mr. Flynn and his very patriotic writing.	0
The original plastic parts broke within 1 year ......I wish they would somehow design these parts better.	1
jeweled accent gives it that little something more without being too much.	0
I understand that Quasym wanted revenge for what happened to Zaria but sad that he went after the wrong person.	0
He doesn't mind it being used on him either in fact he loves it.	0
My best friend wanted one like mine, so I searched online and finally found this one.	0
So, sadly, the camaraderie of the women was missing.	0
Wish it came in toddler sizes as the one size does not fit all.	0
I get so tired of wearing the same thing and wanted something different.	0
I took a chance and ordered it, figuring the worst that would happen would be to have to send it back.	0
I've purchased this unit on the 27th of Nov, 2010, almost everything went cool, except they don't enable music services at some certain countries and I happen to be in one of the unsupported ones.	0
I've tried the heater to make sure it works, but it's still hot in Florida so I won't be using it for a while!	0
Should be required reading for every 11-13 year old American.	0
I liked the fact there was some mystery, and that Edgar didn't get that perfect ending he wanted.	0
"""From the picture the dress looks like it should be long enough for someone at lease 5' 6\."""""""	1
Little smaller than I would have liked but I'm toning up and expected to fit perfectly in a few.	0
If you love to hand quilt, you will not want to be without this thread.	1
These sheets are just too handy to do without.	0
Great price, but if it doesn't work properly .......	0
It would make an impressive wedding, graduation,or anytime gift, or it would be great for you!	0
I haven't had any problems and would recommend others to get it for its quality and price!	0
This hat was made of straw so it was floppy, but it didn't sit on my head how I wanted it to.	0
mail time quick i would buy from this seller again  cons- if it did not run small ,think it would be wonderful.	1
Now that I've removed the songs, it doesn't lock up anymore.	0
but this generation is so old that most apps won't work on it.	0
Chance you have to take but I wish returns were better I didn't take off tags just  Open the bag	1
I wanted to buy a different style of a skirt.	0
I wouldn't wear this without another tank top underneath, but it's roomy and very comfortable as well as flattering.	0
I couldn't finish it because it was ludicrous!	0
Unless you had been to Myanmar you couldn't even fathom some of the ongoings in Jonathan's book, My My Myanmar.	0
The only thing that would have made it better was if it came with rechargable batteries	1
Instead of adding a few extra inches to the main cord, you have two separate cables that are connected with a volume adapter (shown in the photos).	0
I wanted a bunch of inexpensive handheld fans that I could have everywhere -- nightstand, purse, tote bag.	0
I couldn't put it down and considering I read it on my phone, that's pretty high praise.	0
I am not much of a hockey fan but there was just the right amount of the sport with a lot of romance.i really enjoyed book and wished it was longer.	1
Big upgrade from the earbuds that came with her iPod.	0
I have had this cable for about a week now and it is just as good as the original cable from Apple except I don't think it charges as fast.	0
The marble is pretty, but I just wish it was intact when it was delivered.	1
I got the best results by cutting a square of fabric slightly larger than the circle I wanted to cut.	0
I wish I had known that that there is no headphone jack!	1
The pins are a little long, but if it were on a jacket or something it wouldn't be a problem.	0
That doesn't mean they're in any way uncomfortable, but they eliminate the need for multiple pillows.	0
This is an emotional read, one that you won't soon forget.	0
A hex head bold would be much easier to torque.	0
A few incidents where I would turn the speaker on and there would be a weird background noise in the signal.	0
Not only were the bodice and waistline too big but the skirt came halfway down my calves, instead of just above the knee.	0
We are always very happy with Amazon & it arrived in time for his birthday, when I thought I would have to print a photo & give him that in a card!	0
